Folder name, Region name Russian, Region name English, Date, Extract Date, Infected, Recovered, Deceased, First jab, Second jab, Immunity pct
RU-MOW,Москва,Moscow,17.12.2021,2021-12-23,2012582,1846440,36202,6604953,6147395,72.2
RU-SPE,Санкт-Петербург,Saint-Petersburg,17.12.2021,2021-12-23,837645,780167,27574,3157002,2869197,77.3
RU-MOS,Московская область,Moscow oblast,17.12.2021,2021-12-23,630472,573555,11701,4697326,4437012,75.3
RU-NIZ,Нижегородская область,Nijegorodsk oblast,17.12.2021,2021-12-23,228373,203369,9597,1727349,1611931,58.0
RU-SAM,Самарская область,Samara oblast,17.12.2021,2021-12-23,196360,147642,6131,1911887,1789073,62.7
RU-SVE,Свердловская область,Sverdlovsk oblast,17.12.2021,2021-12-23,194252,167381,9182,2454925,2233159,53.5
RU-VOR,Воронежская область,Voronej oblast,17.12.2021,2021-12-23,191276,142019,6681,1287413,1213418,54.9
RU-ROS,Ростовская область,Rostov oblast,17.12.2021,2021-12-23,190062,167577,9419,2379211,2230882,57.8
RU-KYA,Красноярский край,Krasnoyarsk krai,17.12.2021,2021-12-23,168729,152434,8322,1412303,1281309,55.7
RU-PER,Пермский край,Perm krai,17.12.2021,2021-12-23,156058,136443,7322,1235890,1132254,56.7
RU-IRK,Иркутская область,Irkutsk oblast,17.12.2021,2021-12-23,152386,123699,6775,1178772,1047867,49.4
RU-CHE,Челябинская область,Chelyabinsk oblast,17.12.2021,2021-12-23,141063,131642,5811,1708683,1581381,51.4
RU-SAR,Саратовская область,Saratov oblast,17.12.2021,2021-12-23,130594,116762,4961,1231242,1139736,51.0
RU-OMS,Омская область,Omsk oblast,17.12.2021,2021-12-23,127270,108151,3086,980128,894866,57.2
RU-VGG,Волгоградская область,Volgograd oblast,17.12.2021,2021-12-23,126882,115707,5373,1401550,1307890,57.1
RU-CR,Республика Крым,Crimean republic,17.12.2021,2021-12-23,125969,116936,4157,1021185,942584,64.5
RU-STA,Ставропольский край,Stavropol crai,17.12.2021,2021-12-23,123330,96332,5910,1173752,1086468,41.0
RU-KHA,Хабаровский край,Khabarovsk crai,17.12.2021,2021-12-23,121570,107539,1196,654712,586573,62.8
RU-ARK,Архангельская область,Arkhangel oblast,17.12.2021,2021-12-23,121288,111181,1492,561120,521672,66.9
RU-BA,Республика Башкортостан,Bashkortostan republic,17.12.2021,2021-12-23,119155,108230,4237,2116325,1934493,54.8
RU-ULY,Ульяновская область,Ulyanovsk oblast,17.12.2021,2021-12-23,118590,113230,3666,607389,565332,65.2
RU-ALT,Алтайский край,Altai crai,17.12.2021,2021-12-23,115776,94096,6376,1065562,982542,46.5
RU-KDA,Краснодарский край,Krasnodar crai,17.12.2021,2021-12-23,114779,91773,9584,3089564,2810521,49.4
RU-ORE,Оренбургская область,Orengburg oblast,17.12.2021,2021-12-23,106739,92723,3385,990160,925105,57.3
RU-PNZ,Пензенская область,Penzensk oblast,17.12.2021,2021-12-23,99612,77874,4547,782120,736688,62.0
RU-LEN,Ленинградская область,Leningrad oblast,17.12.2021,2021-12-23,98852,81828,2967,913750,835105,46.8
RU-PRI,Приморский край,Primorsk crai,17.12.2021,2021-12-23,98542,82511,1508,1007298,913433,51.1
RU-VLG,Вологодская область,Vologodsk oblast,17.12.2021,2021-12-23,98050,88366,2877,551983,497167,58.5
RU-TVE,Тверская область,Tver oblast,17.12.2021,2021-12-23,96439,85837,2299,587458,552353,57.7
RU-KO,Республика Коми,Komi republic,17.12.2021,2021-12-23,95800,79550,2540,380999,354476,61.8
RU-BRY,Брянская область,Bryansk oblast,17.12.2021,2021-12-23,94847,89602,2759,581869,544025,61.0
RU-ZAB,Забайкальский край,Zabaikal crai,17.12.2021,2021-12-23,94530,82514,1771,604480,545973,66.7
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,17.12.2021,2021-12-23,94481,87742,1932,909705,849796,57.1
RU-NVS,Новосибирская область,Novosibirsk oblast,17.12.2021,2021-12-23,91682,62022,4126,1427351,1291121,42.7
RU-MUR,Мурманская область,Murmansk oblast,17.12.2021,2021-12-23,90576,72941,2720,500636,469417,72.1
RU-KR,Республика Карелия,Karelia republic,17.12.2021,2021-12-23,88424,83837,1166,329284,306643,76.7
RU-TYU,Тюменская область,Tyumen oblast,17.12.2021,2021-12-23,87852,73418,3277,958964,885223,64.1
RU-YAR,Ярославская область,Yaroslav oblast,17.12.2021,2021-12-23,83612,70710,1782,564096,527592,48.6
RU-SMO,Смоленская область,Smolensk oblast,17.12.2021,2021-12-23,83443,66986,2307,418344,392818,57.3
RU-LIP,Липецкая область,Lipetsk oblast,17.12.2021,2021-12-23,82411,75793,2710,678812,644807,71.2
RU-KEM,Кемеровская область,Kemerov oblast,17.12.2021,2021-12-23,82255,74015,1676,1221439,1109962,45.2
RU-KRS,Курская область,Kursk oblast,17.12.2021,2021-12-23,80972,71181,1971,613731,580786,61.5
RU-KGD,Калининградская область,Kaliningrad oblast,17.12.2021,2021-12-23,80691,77108,1208,589949,554817,71.3
RU-BEL,Белгородская область,Belgorod oblast,17.12.2021,2021-12-23,79916,69643,1695,1097408,1042493,68.3
RU-AST,Астраханская область,Astrahan oblast,17.12.2021,2021-12-23,79542,70856,2341,501885,463490,61.5
RU-VLA,Владимирская область,Vladimir oblast,17.12.2021,2021-12-23,79263,61892,2900,567370,529829,43.8
RU-UD,Удмуртская Республика,Udmurt republic,17.12.2021,2021-12-23,78426,66856,3202,724829,666756,55.3
RU-KIR,Кировская область,Kirov oblast,17.12.2021,2021-12-23,77217,65802,731,685190,636756,51.4
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,17.12.2021,2021-12-23,75213,70745,1764,504978,466812,61.9
RU-BU,Республика Бурятия,Buryatia republic,17.12.2021,2021-12-23,74775,69081,2355,553256,499239,65.5
RU-TUL,Тульская область,Tulsk oblast,17.12.2021,2021-12-23,73397,64698,4160,808065,763208,54.3
RU-PSK,Псковская область,Psokv oblast,17.12.2021,2021-12-23,70051,63406,1214,285100,264553,62.7
RU-ORL,Орловская область,Orlovsk oblast,17.12.2021,2021-12-23,69016,60531,1443,411107,380292,60.5
RU-IVA,Ивановская область,Ivanovsk oblast,17.12.2021,2021-12-23,66606,57137,2415,452068,425717,45.2
RU-DA,Республика Дагестан,Dagestan republic,17.12.2021,2021-12-23,64908,59595,3132,712840,652983,27.5
RU-NGR,Новгородская область,Novgorod oblast,17.12.2021,2021-12-23,64115,57879,739,286306,268195,61.1
RU-KLU,Калужская область,Kaluj oblast,17.12.2021,2021-12-23,63797,59753,1167,540210,493495,54.4
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,17.12.2021,2021-12-23,61252,55578,940,280670,266461,59.5
RU-TOM,Томская область,Tomsk oblast,17.12.2021,2021-12-23,60656,46068,661,510149,462026,42.8
RU-RYA,Рязанская область,Ryazan oblast,17.12.2021,2021-12-23,60292,55167,2417,539073,493422,50.1
RU-TAM,Тамбовская область,Tambovsk oblast,17.12.2021,2021-12-23,59481,55809,1644,530083,499645,55.4
RU-KK,Республика Хакасия,Khakasia republic,17.12.2021,2021-12-23,52996,49430,1898,250248,232270,67.9
RU-AMU,Амурская область,Amur oblast,17.12.2021,2021-12-23,52496,41579,589,453336,414561,57.8
RU-SEV,Севастополь,Sevastopol,17.12.2021,2021-12-23,52252,49019,1818,333358,313942,88.7
RU-KGN,Курганская область,Kurgan oblast,17.12.2021,2021-12-23,49294,42867,973,466825,435074,61.3
RU-KOS,Костромская область,Kostrom oblast,17.12.2021,2021-12-23,48241,43652,1079,316483,299929,60.8
RU-CU,Республика Чувашия,Chuvash republic,17.12.2021,2021-12-23,45926,40097,3733,573743,526769,46.3
RU-TT,Республика Татарстан,Tatarstan republic,17.12.2021,2021-12-23,41963,35327,1395,2210025,2064185,51.4
RU-KB,Кабардино-Балкарская Республика,Kabardino-balkar republic,17.12.2021,2021-12-23,41216,37367,1374,263076,246735,39.0
RU-SAK,Сахалинская область,Sahalinsk oblast,17.12.2021,2021-12-23,41109,39274,507,262591,245616,58.9
RU-MO,Республика Мордовия,Mordovia republic,17.12.2021,2021-12-23,39745,33443,995,504494,483020,59.7
RU-KL,Республика Калмыкия,Kalmik republic,17.12.2021,2021-12-23,33877,32314,721,130183,125242,62.7
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,17.12.2021,2021-12-23,31720,27811,900,162461,155092,37.5
RU-TY,Республика Тыва,Tyva republic,17.12.2021,2021-12-23,31448,28889,317,166473,152330,74.8
RU-CE,Чеченская Республика,Chechen republic,17.12.2021,2021-12-23,30386,28481,905,696115,619686,65.4
RU-SE,Республика Северная Осетия — Алания,North osetia republic - Alania,17.12.2021,2021-12-23,30362,27623,912,293244,282022,46.5
RU-ME,Республика Марий Эл,Mari El republic,17.12.2021,2021-12-23,28916,24805,917,345239,322473,51.5
RU-IN,Республика Ингушетия,Ingushetia republic,17.12.2021,2021-12-23,28047,26159,463,205093,190329,53.8
RU-AD,Республика Адыгея,Adigey republic,17.12.2021,2021-12-23,26586,21899,712,185290,174084,45.7
RU-GA,Республика Алтай,Altai republic,17.12.2021,2021-12-23,25076,22914,500,100268,92809,56.5
RU-KAM,Камчатский край,Kamchatka crai,17.12.2021,2021-12-23,23529,17945,504,139878,128361,40.6
RU-MAG,Магаданская область,Magadan oblast,17.12.2021,2021-12-23,13501,12629,341,76484,70235,58.2
RU-YEV,Еврейская автономная область,Jewish autonomous region,17.12.2021,2021-12-23,11372,10378,398,68244,60795,53.3
RU-NEN,Ненецкий автономный округ,Nynen autonomous region,17.12.2021,2021-12-23,3456,3230,85,22695,21644,67.9
RU-CHU,Чукотский автономный округ,Chukotka autonomous region,17.12.2021,2021-12-23,2942,2675,32,35982,33925,79.7
RU-MOW,Москва,Moscow,17.12.2021,2021-12-24,2012582,1846440,36202,6604953,6147395,72.2
RU-SPE,Санкт-Петербург,Saint-Petersburg,17.12.2021,2021-12-24,837645,780167,27574,3157002,2869197,77.3
RU-MOS,Московская область,Moscow oblast,17.12.2021,2021-12-24,630472,573555,11701,4697326,4437012,75.3
RU-NIZ,Нижегородская область,Nijegorodsk oblast,17.12.2021,2021-12-24,228373,203369,9597,1727349,1611931,58.0
RU-SAM,Самарская область,Samara oblast,17.12.2021,2021-12-24,196360,147642,6131,1911887,1789073,62.7
RU-SVE,Свердловская область,Sverdlovsk oblast,17.12.2021,2021-12-24,194252,167381,9182,2454925,2233159,53.5
RU-VOR,Воронежская область,Voronej oblast,17.12.2021,2021-12-24,191276,142019,6681,1287413,1213418,54.9
RU-ROS,Ростовская область,Rostov oblast,17.12.2021,2021-12-24,190062,167577,9419,2379211,2230882,57.8
RU-KYA,Красноярский край,Krasnoyarsk krai,17.12.2021,2021-12-24,168729,152434,8322,1412303,1281309,55.7
RU-PER,Пермский край,Perm krai,17.12.2021,2021-12-24,156058,136443,7322,1235890,1132254,56.7
RU-IRK,Иркутская область,Irkutsk oblast,17.12.2021,2021-12-24,152386,123699,6775,1178772,1047867,49.4
RU-CHE,Челябинская область,Chelyabinsk oblast,17.12.2021,2021-12-24,141063,131642,5811,1708683,1581381,51.4
RU-SAR,Саратовская область,Saratov oblast,17.12.2021,2021-12-24,130594,116762,4961,1231242,1139736,51.0
RU-OMS,Омская область,Omsk oblast,17.12.2021,2021-12-24,127270,108151,3086,980128,894866,57.2
RU-VGG,Волгоградская область,Volgograd oblast,17.12.2021,2021-12-24,126882,115707,5373,1401550,1307890,57.1
RU-CR,Республика Крым,Crimean republic,17.12.2021,2021-12-24,125969,116936,4157,1021185,942584,64.5
RU-STA,Ставропольский край,Stavropol crai,17.12.2021,2021-12-24,123330,96332,5910,1173752,1086468,41.0
RU-KHA,Хабаровский край,Khabarovsk crai,17.12.2021,2021-12-24,121570,107539,1196,654712,586573,62.8
RU-ARK,Архангельская область,Arkhangel oblast,17.12.2021,2021-12-24,121288,111181,1492,561120,521672,66.9
RU-BA,Республика Башкортостан,Bashkortostan republic,17.12.2021,2021-12-24,119155,108230,4237,2116325,1934493,54.8
RU-ULY,Ульяновская область,Ulyanovsk oblast,17.12.2021,2021-12-24,118590,113230,3666,607389,565332,65.2
RU-ALT,Алтайский край,Altai crai,17.12.2021,2021-12-24,115776,94096,6376,1065562,982542,46.5
RU-KDA,Краснодарский край,Krasnodar crai,17.12.2021,2021-12-24,114779,91773,9584,3089564,2810521,49.4
RU-ORE,Оренбургская область,Orengburg oblast,17.12.2021,2021-12-24,106739,92723,3385,990160,925105,57.3
RU-PNZ,Пензенская область,Penzensk oblast,17.12.2021,2021-12-24,99612,77874,4547,782120,736688,62.0
RU-LEN,Ленинградская область,Leningrad oblast,17.12.2021,2021-12-24,98852,81828,2967,913750,835105,46.8
RU-PRI,Приморский край,Primorsk crai,17.12.2021,2021-12-24,98542,82511,1508,1007298,913433,51.1
RU-VLG,Вологодская область,Vologodsk oblast,17.12.2021,2021-12-24,98050,88366,2877,551983,497167,58.5
RU-TVE,Тверская область,Tver oblast,17.12.2021,2021-12-24,96439,85837,2299,587458,552353,57.7
RU-KO,Республика Коми,Komi republic,17.12.2021,2021-12-24,95800,79550,2540,380999,354476,61.8
RU-BRY,Брянская область,Bryansk oblast,17.12.2021,2021-12-24,94847,89602,2759,581869,544025,61.0
RU-ZAB,Забайкальский край,Zabaikal crai,17.12.2021,2021-12-24,94530,82514,1771,604480,545973,66.7
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,17.12.2021,2021-12-24,94481,87742,1932,909705,849796,57.1
RU-NVS,Новосибирская область,Novosibirsk oblast,17.12.2021,2021-12-24,91682,62022,4126,1427351,1291121,42.7
RU-MUR,Мурманская область,Murmansk oblast,17.12.2021,2021-12-24,90576,72941,2720,500636,469417,72.1
RU-KR,Республика Карелия,Karelia republic,17.12.2021,2021-12-24,88424,83837,1166,329284,306643,76.7
RU-TYU,Тюменская область,Tyumen oblast,17.12.2021,2021-12-24,87852,73418,3277,958964,885223,64.1
RU-YAR,Ярославская область,Yaroslav oblast,17.12.2021,2021-12-24,83612,70710,1782,564096,527592,48.6
RU-SMO,Смоленская область,Smolensk oblast,17.12.2021,2021-12-24,83443,66986,2307,418344,392818,57.3
RU-LIP,Липецкая область,Lipetsk oblast,17.12.2021,2021-12-24,82411,75793,2710,678812,644807,71.2
RU-KEM,Кемеровская область,Kemerov oblast,17.12.2021,2021-12-24,82255,74015,1676,1221439,1109962,45.2
RU-KRS,Курская область,Kursk oblast,17.12.2021,2021-12-24,80972,71181,1971,613731,580786,61.5
RU-KGD,Калининградская область,Kaliningrad oblast,17.12.2021,2021-12-24,80691,77108,1208,589949,554817,71.3
RU-BEL,Белгородская область,Belgorod oblast,17.12.2021,2021-12-24,79916,69643,1695,1097408,1042493,68.3
RU-AST,Астраханская область,Astrahan oblast,17.12.2021,2021-12-24,79542,70856,2341,501885,463490,61.5
RU-VLA,Владимирская область,Vladimir oblast,17.12.2021,2021-12-24,79263,61892,2900,567370,529829,43.8
RU-UD,Удмуртская Республика,Udmurt republic,17.12.2021,2021-12-24,78426,66856,3202,724829,666756,55.3
RU-KIR,Кировская область,Kirov oblast,17.12.2021,2021-12-24,77217,65802,731,685190,636756,51.4
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,17.12.2021,2021-12-24,75213,70745,1764,504978,466812,61.9
RU-BU,Республика Бурятия,Buryatia republic,17.12.2021,2021-12-24,74775,69081,2355,553256,499239,65.5
RU-TUL,Тульская область,Tulsk oblast,17.12.2021,2021-12-24,73397,64698,4160,808065,763208,54.3
RU-PSK,Псковская область,Psokv oblast,17.12.2021,2021-12-24,70051,63406,1214,285100,264553,62.7
RU-ORL,Орловская область,Orlovsk oblast,17.12.2021,2021-12-24,69016,60531,1443,411107,380292,60.5
RU-IVA,Ивановская область,Ivanovsk oblast,17.12.2021,2021-12-24,66606,57137,2415,452068,425717,45.2
RU-DA,Республика Дагестан,Dagestan republic,17.12.2021,2021-12-24,64908,59595,3132,712840,652983,27.5
RU-NGR,Новгородская область,Novgorod oblast,17.12.2021,2021-12-24,64115,57879,739,286306,268195,61.1
RU-KLU,Калужская область,Kaluj oblast,17.12.2021,2021-12-24,63797,59753,1167,540210,493495,54.4
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,17.12.2021,2021-12-24,61252,55578,940,280670,266461,59.5
RU-TOM,Томская область,Tomsk oblast,17.12.2021,2021-12-24,60656,46068,661,510149,462026,42.8
RU-RYA,Рязанская область,Ryazan oblast,17.12.2021,2021-12-24,60292,55167,2417,539073,493422,50.1
RU-TAM,Тамбовская область,Tambovsk oblast,17.12.2021,2021-12-24,59481,55809,1644,530083,499645,55.4
RU-KK,Республика Хакасия,Khakasia republic,17.12.2021,2021-12-24,52996,49430,1898,250248,232270,67.9
RU-AMU,Амурская область,Amur oblast,17.12.2021,2021-12-24,52496,41579,589,453336,414561,57.8
RU-SEV,Севастополь,Sevastopol,17.12.2021,2021-12-24,52252,49019,1818,333358,313942,88.7
RU-KGN,Курганская область,Kurgan oblast,17.12.2021,2021-12-24,49294,42867,973,466825,435074,61.3
RU-KOS,Костромская область,Kostrom oblast,17.12.2021,2021-12-24,48241,43652,1079,316483,299929,60.8
RU-CU,Республика Чувашия,Chuvash republic,17.12.2021,2021-12-24,45926,40097,3733,573743,526769,46.3
RU-TT,Республика Татарстан,Tatarstan republic,17.12.2021,2021-12-24,41963,35327,1395,2210025,2064185,51.4
RU-KB,Кабардино-Балкарская Республика,Kabardino-balkar republic,17.12.2021,2021-12-24,41216,37367,1374,263076,246735,39.0
RU-SAK,Сахалинская область,Sahalinsk oblast,17.12.2021,2021-12-24,41109,39274,507,262591,245616,58.9
RU-MO,Республика Мордовия,Mordovia republic,17.12.2021,2021-12-24,39745,33443,995,504494,483020,59.7
RU-KL,Республика Калмыкия,Kalmik republic,17.12.2021,2021-12-24,33877,32314,721,130183,125242,62.7
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,17.12.2021,2021-12-24,31720,27811,900,162461,155092,37.5
RU-TY,Республика Тыва,Tyva republic,17.12.2021,2021-12-24,31448,28889,317,166473,152330,74.8
RU-CE,Чеченская Республика,Chechen republic,17.12.2021,2021-12-24,30386,28481,905,696115,619686,65.4
RU-SE,Республика Северная Осетия — Алания,North osetia republic - Alania,17.12.2021,2021-12-24,30362,27623,912,293244,282022,46.5
RU-ME,Республика Марий Эл,Mari El republic,17.12.2021,2021-12-24,28916,24805,917,345239,322473,51.5
RU-IN,Республика Ингушетия,Ingushetia republic,17.12.2021,2021-12-24,28047,26159,463,205093,190329,53.8
RU-AD,Республика Адыгея,Adigey republic,17.12.2021,2021-12-24,26586,21899,712,185290,174084,45.7
RU-GA,Республика Алтай,Altai republic,17.12.2021,2021-12-24,25076,22914,500,100268,92809,56.5
RU-KAM,Камчатский край,Kamchatka crai,17.12.2021,2021-12-24,23529,17945,504,139878,128361,40.6
RU-MAG,Магаданская область,Magadan oblast,17.12.2021,2021-12-24,13501,12629,341,76484,70235,58.2
RU-YEV,Еврейская автономная область,Jewish autonomous region,17.12.2021,2021-12-24,11372,10378,398,68244,60795,53.3
RU-NEN,Ненецкий автономный округ,Nynen autonomous region,17.12.2021,2021-12-24,3456,3230,85,22695,21644,67.9
RU-CHU,Чукотский автономный округ,Chukotka autonomous region,17.12.2021,2021-12-24,2942,2675,32,35982,33925,79.7
RU-MOW,Москва,Moscow,24.12.2021,2021-12-25,2014708,1849212,36277,6670105,6268959,72.0
RU-SPE,Санкт-Петербург,Saint-Petersburg,24.12.2021,2021-12-25,839762,782871,27629,3221071,2993983,79.6
RU-MOS,Московская область,Moscow oblast,24.12.2021,2021-12-25,631742,575642,11758,4755954,4532613,76.6
RU-NIZ,Нижегородская область,Nijegorodsk oblast,24.12.2021,2021-12-25,228832,204338,9625,1753011,1659853,60.5
RU-SAM,Самарская область,Samara oblast,24.12.2021,2021-12-25,196897,148688,6150,1943779,1844037,65.6
RU-SVE,Свердловская область,Sverdlovsk oblast,24.12.2021,2021-12-25,194828,167862,9210,2504243,2322151,56.6
RU-VOR,Воронежская область,Voronej oblast,24.12.2021,2021-12-25,191685,143206,6720,1304806,1246861,57.4
RU-ROS,Ростовская область,Rostov oblast,24.12.2021,2021-12-25,190614,168695,9443,2415239,2282657,58.6
RU-KYA,Красноярский край,Krasnoyarsk krai,24.12.2021,2021-12-25,169329,153049,8358,1443555,1333406,58.1
RU-PER,Пермский край,Perm krai,24.12.2021,2021-12-25,156638,137238,7332,1258365,1175523,60.0
RU-IRK,Иркутская область,Irkutsk oblast,24.12.2021,2021-12-25,152954,124783,6796,1205363,1101394,52.9
RU-CHE,Челябинская область,Chelyabinsk oblast,24.12.2021,2021-12-25,141614,132660,5839,1742074,1640970,55.5
RU-SAR,Саратовская область,Saratov oblast,24.12.2021,2021-12-25,130923,117326,4970,1251426,1177512,53.9
RU-OMS,Омская область,Omsk oblast,24.12.2021,2021-12-25,127690,109145,3095,1002516,932325,61.6
RU-VGG,Волгоградская область,Volgograd oblast,24.12.2021,2021-12-25,127206,116299,5393,1426065,1346126,59.4
RU-CR,Республика Крым,Crimean republic,24.12.2021,2021-12-25,126089,117125,4181,1048792,985887,68.4
RU-STA,Ставропольский край,Stavropol crai,24.12.2021,2021-12-25,123752,97181,5935,1202628,1130713,43.6
RU-KHA,Хабаровский край,Khabarovsk crai,24.12.2021,2021-12-25,122030,108216,1201,673097,608361,65.0
RU-ARK,Архангельская область,Arkhangel oblast,24.12.2021,2021-12-25,121571,111480,1495,570614,539563,69.1
RU-BA,Республика Башкортостан,Bashkortostan republic,24.12.2021,2021-12-25,119562,108679,4254,2159643,1996806,57.0
RU-ULY,Ульяновская область,Ulyanovsk oblast,24.12.2021,2021-12-25,118872,113343,3680,618335,585030,67.5
RU-ALT,Алтайский край,Altai crai,24.12.2021,2021-12-25,116255,94765,6402,1086967,1018119,49.7
RU-KDA,Краснодарский край,Krasnodar crai,24.12.2021,2021-12-25,115360,92514,9608,3152741,2929127,51.2
RU-ORE,Оренбургская область,Orengburg oblast,24.12.2021,2021-12-25,106919,93082,3394,1006850,952242,59.3
RU-PNZ,Пензенская область,Penzensk oblast,24.12.2021,2021-12-25,99915,78467,4559,798072,755824,66.3
RU-LEN,Ленинградская область,Leningrad oblast,24.12.2021,2021-12-25,99199,82395,2969,931139,867182,49.6
RU-PRI,Приморский край,Primorsk crai,24.12.2021,2021-12-25,98991,82869,1512,1022555,947714,54.9
RU-VLG,Вологодская область,Vologodsk oblast,24.12.2021,2021-12-25,98347,88730,2891,564890,521037,61.6
RU-TVE,Тверская область,Tver oblast,24.12.2021,2021-12-25,96747,86190,2307,595404,566825,59.9
RU-KO,Республика Коми,Komi republic,24.12.2021,2021-12-25,96001,79964,2547,388061,364784,64.4
RU-BRY,Брянская область,Bryansk oblast,24.12.2021,2021-12-25,95057,89943,2778,590574,559996,63.5
RU-ZAB,Забайкальский край,Zabaikal crai,24.12.2021,2021-12-25,94759,82927,1779,620042,567644,69.0
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,24.12.2021,2021-12-25,94666,87936,1940,924778,873722,58.6
RU-NVS,Новосибирская область,Novosibirsk oblast,24.12.2021,2021-12-25,92063,62400,4140,1460976,1354828,45.0
RU-MUR,Мурманская область,Murmansk oblast,24.12.2021,2021-12-25,90741,73182,2728,506078,480715,73.7
RU-KR,Республика Карелия,Karelia republic,24.12.2021,2021-12-25,88645,84057,1170,335530,316921,78.9
RU-TYU,Тюменская область,Tyumen oblast,24.12.2021,2021-12-25,88143,74272,3290,976680,915153,68.3
RU-YAR,Ярославская область,Yaroslav oblast,24.12.2021,2021-12-25,83864,71403,1793,575637,544422,51.6
RU-SMO,Смоленская область,Smolensk oblast,24.12.2021,2021-12-25,83665,67540,2315,426788,404848,60.2
RU-LIP,Липецкая область,Lipetsk oblast,24.12.2021,2021-12-25,82656,76109,2723,687377,660308,74.4
RU-KEM,Кемеровская область,Kemerov oblast,24.12.2021,2021-12-25,82602,74281,1681,1245489,1154195,46.6
RU-KRS,Курская область,Kursk oblast,24.12.2021,2021-12-25,81135,71823,1979,624042,597846,64.3
RU-KGD,Калининградская область,Kaliningrad oblast,24.12.2021,2021-12-25,80878,77311,1213,598829,570500,72.9
RU-BEL,Белгородская область,Belgorod oblast,24.12.2021,2021-12-25,80144,70367,1702,1119739,1074332,71.1
RU-AST,Астраханская область,Astrahan oblast,24.12.2021,2021-12-25,79772,71216,2349,511846,478467,63.7
RU-VLA,Владимирская область,Vladimir oblast,24.12.2021,2021-12-25,79533,62513,2904,576835,547054,47.0
RU-UD,Удмуртская Республика,Udmurt republic,24.12.2021,2021-12-25,78505,67012,3205,737082,688960,57.9
RU-KIR,Кировская область,Kirov oblast,24.12.2021,2021-12-25,77437,66028,734,696964,658192,53.6
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,24.12.2021,2021-12-25,75329,71029,1767,514530,479376,63.1
RU-BU,Республика Бурятия,Buryatia republic,24.12.2021,2021-12-25,74976,69377,2365,564426,514354,67.2
RU-TUL,Тульская область,Tulsk oblast,24.12.2021,2021-12-25,73624,64903,4173,820750,783435,55.8
RU-PSK,Псковская область,Psokv oblast,24.12.2021,2021-12-25,70208,63957,1220,291335,273832,66.3
RU-ORL,Орловская область,Orlovsk oblast,24.12.2021,2021-12-25,69221,61288,1448,417459,392975,66.5
RU-IVA,Ивановская область,Ivanovsk oblast,24.12.2021,2021-12-25,66789,57603,2430,457864,433916,46.8
RU-DA,Республика Дагестан,Dagestan republic,24.12.2021,2021-12-25,65045,59712,3144,735215,677968,28.8
RU-NGR,Новгородская область,Novgorod oblast,24.12.2021,2021-12-25,64273,58564,743,291153,275150,66.0
RU-KLU,Калужская область,Kaluj oblast,24.12.2021,2021-12-25,63992,59885,1173,549804,511420,58.5
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,24.12.2021,2021-12-25,61357,55779,943,284888,272858,61.5
RU-TOM,Томская область,Tomsk oblast,24.12.2021,2021-12-25,60819,46426,664,521614,482120,46.1
RU-RYA,Рязанская область,Ryazan oblast,24.12.2021,2021-12-25,60462,55504,2424,550817,513826,53.4
RU-TAM,Тамбовская область,Tambovsk oblast,24.12.2021,2021-12-25,59687,55991,1652,540510,511920,56.5
RU-KK,Республика Хакасия,Khakasia republic,24.12.2021,2021-12-25,53110,49685,1908,255166,238693,71.1
RU-AMU,Амурская область,Amur oblast,24.12.2021,2021-12-25,52743,42063,594,460546,427027,60.8
RU-SEV,Севастополь,Sevastopol,24.12.2021,2021-12-25,52313,49314,1820,339967,321477,90.2
RU-KGN,Курганская область,Kurgan oblast,24.12.2021,2021-12-25,49457,43505,978,476177,447797,65.0
RU-KOS,Костромская область,Kostrom oblast,24.12.2021,2021-12-25,48311,44301,1083,322626,309623,65.7
RU-CU,Республика Чувашия,Chuvash republic,24.12.2021,2021-12-25,46013,40177,3751,585579,547528,48.7
RU-TT,Республика Татарстан,Tatarstan republic,24.12.2021,2021-12-25,42060,35497,1401,2239292,2123524,54.8
RU-KB,Кабардино-Балкарская Республика,Kabardino-balkar republic,24.12.2021,2021-12-25,41311,37443,1384,267774,252852,40.0
RU-SAK,Сахалинская область,Sahalinsk oblast,24.12.2021,2021-12-25,41255,39475,511,266592,251940,60.5
RU-MO,Республика Мордовия,Mordovia republic,24.12.2021,2021-12-25,39839,33604,999,514484,496444,62.0
RU-KL,Республика Калмыкия,Kalmik republic,24.12.2021,2021-12-25,33896,32333,722,132618,128204,64.4
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,24.12.2021,2021-12-25,31787,27902,901,165794,158576,38.3
